board,sample,prehash,tx,ty,pads,fine_pads,unescaped_pads,escape_vias,locked_len,env_overlap,nets_crossing,rule_area,opens,hard,router_vias,router_len
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,2,1,12,10,0,8,15.64,0,29,1,0,0,8,159.78
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,2,2,13,0,0,5,3.38,0,28,1,0,0,11,166.14
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,2,3,1,0,0,1,11.79,0,9,1,0,0,3,76.6
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,2,4,0,0,0,0,0,0,0,1,0,0,0,13.45
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,3,0,9,0,0,1,25.97,0,5,1,0,0,1,42.33
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,3,1,4,0,0,3,2.25,0,25,1,0,0,4,76.4
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,3,2,7,0,0,1,1.12,0,26,1,0,0,1,95.57
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,3,3,0,0,0,0,0,0,9,1,0,0,1,52.31
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,4,0,9,0,0,2,38.18,0,6,1,0,0,0,20.81
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,4,1,11,6,0,6,14.72,0,21,1,0,0,4,151.08
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,4,2,14,0,0,2,3.38,0,22,1,0,0,3,95.25
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,4,3,4,0,0,0,0,0,9,1,0,0,1,38.27
